repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
112,1739,A,1,1,1982,1989,1.15,3,0,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,10,1,8,1,1,3,2,0,1,2187,1.00,1.00,1.00,0.77,0.00,0,137907,,1.00,18991230,1791.00,"CLEGG BAZEMORE, AVTACS",179100,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
115,1795,A,1,1,1950,1968,0.85,3,0,7,2,8,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,0,1578,1.00,1.00,1.00,0.40,0.00,0,33320,,1.00,18991230,833.00,"CLEGG BAZEMORE, AVTACS",83300,33320,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
116,1805,A,1,1,1966,1985,0.95,3,0,4,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1000,1.00,1.00,1.00,0.71,0.00,0,51546,,1.00,18991230,726.00,CHRIS KIGHT - AVTACS,72600,51546,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
117,1811,A,1,1,1957,1970,0.85,3,0,0,1,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,0,1710,1.00,1.00,1.00,0.43,0.00,0,37582,,1.00,18991230,874.00,"CLEGG BAZEMORE, AVTACS",87400,37582,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
118,1814,A,1,1,1900,1972,0.80,3,0,3,1,8,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1128,0.90,1.00,1.00,0.39,0.00,0,22429,,1.00,18991230,639.00,"MARC BOHN, AVTACS",63900,22429,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
119,1826,A,1,1,1970,1970,0.70,3,0,4,2,8,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1840,1.00,1.00,1.00,0.36,0.00,0,25236,,1.00,18991230,701.00,"DEBBIE GRIGGERS, AVTACS",70100,25236,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
121,6148,R,1,1,1904,1981,1.20,3,0,9,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,3,4,5,1,1,3,2,0,1,2153,0.90,1.00,1.00,0.64,0.00,0,98842,,1.00,18991230,1716.00,"CLEGG BAZEMORE, AVTACS",171600,98842,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
122,1866,A,1,1,1964,1979,0.80,3,3,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,11,4,8,7,1,2,1,1,1,1366,1.00,1.00,1.00,0.53,0.00,0,40863,,1.00,18991230,771.00,"CLEGG BAZEMORE, AVTACS",77100,40863,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
124,1888,A,1,1,1900,1970,1.05,3,0,5,1,10,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1576,0.90,1.00,1.00,0.43,0.00,0,37965,,1.00,18991230,981.00,"CLEGG BAZEMORE, AVTACS",98100,37965,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
125,1894,A,1,1,1968,1975,0.70,3,0,8,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,3,2,0,1,1680,1.00,1.00,1.00,0.45,0.00,0,31410,,1.00,18991230,698.00,"MARC BOHN, AVTACS",69800,31410,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
127,7117,A,1,1,1950,1972,0.95,2,0,6,1,8,1,2,1,2,0,0.00,0,0.00,0,0,3,0,3,2,1,3,1,1,3,2,0,1,2702,1.00,1.00,1.00,0.35,0.00,0,50505,,1.00,18991230,1443.00,"MARC BOHN, AVTACS",144300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
128,1950,R,1,1,1957,1976,1.00,3,0,5,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1586,1.00,1.00,1.00,0.55,0.00,0,56210,,1.00,18991230,1022.00,"MARC BOHN, AVTACS",102200,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
129,1951,A,1,1,1942,1963,1.00,3,0,9,1,3,10,2,1,2,280,1.00,0,0.00,1,1,3,1,3,2,2,98,7,1,0,1,0,3,2524,0.90,1.00,1.00,0.32,0.00,0,46051,,1.00,18991230,1599.00,"MARC BOHN, AVTACS",159900,46051,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
131,1969,A,1,1,1973,1983,1.00,3,0,8,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,4,1,3,2,0,1,1944,1.00,1.00,1.00,0.67,0.00,0,89311,,1.00,18991230,1333.00,"MARC BOHN, AVTACS",133300,89311,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
132,2007,A,1,1,1959,1978,1.00,3,0,5,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1356,1.00,1.00,1.00,0.58,0.00,0,52664,,1.00,18991230,908.00,LISA HODGES,90800,52664,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
133,2008,A,1,1,1900,1970,1.00,3,0,5,1,10,10,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,1442,0.90,1.00,1.00,0.43,0.00,0,41680,,1.00,18991230,1077.00,"MARC BOHN, AVTACS",107700,41680,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
134,2014,A,1,1,1981,1986,1.10,3,3,6,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,0,2056,1.00,1.00,1.00,0.73,0.00,0,116216,,1.00,18991230,1592.00,"MARC BOHN, AVTACS",159200,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
135,2020,A,1,1,1930,1965,0.90,3,0,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,0,1504,1.00,1.00,1.00,0.35,0.00,0,30765,,1.00,18991230,879.00,CHRIS KIGHT - AVTACS,87900,30765,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
136,2050,A,1,1,1983,1983,1.05,3,0,7,1,10,3,2,1,2,1620,0.00,0,0.00,2,4,4,1,3,2,1,8,1,1,5,2,1,0,2430,1.00,1.00,1.00,0.67,0.00,0,116647,,1.00,18991230,1741.00,"MARC BOHN, AVTACS",174100,116647,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
137,2067,A,1,1,1975,1986,1.40,3,0,0,1,1,3,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,3386,1.00,1.00,1.00,0.76,0.00,0,204592,,1.00,18991230,2692.00,"DEBBIE GRIGGERS, AVTACS",269200,204592,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
138,2083,A,1,1,1940,1940,0.55,1,0,4,2,8,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,7,0,0,0,0,1,1020,0.30,1.00,1.00,0.10,0.00,0,969,,1.00,18991230,323.00,"MARC BOHN, AVTACS",32300,969,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
139,2084,A,1,1,1939,1976,1.10,3,0,7,1,1,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,3,3,3,1,1,0,1,0,1,1912,0.90,1.00,1.00,0.55,0.00,0,68310,,1.00,18991230,1380.00,"MARC BOHN, AVTACS",138000,68310,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
140,2094,A,1,1,1910,1962,1.00,3,0,9,1,2,6,3,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,1,1,3,2,0,1,2628,0.90,1.00,1.00,0.31,0.00,0,43524,,1.00,18991230,1560.00,CHRIS KIGHT - AVTACS,156000,43524,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
141,2192,A,1,1,1961,1976,0.85,3,0,5,3,4,1,2,2,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,0,1200,1.00,1.00,1.00,0.55,0.00,0,42130,,1.00,18991230,766.00,"CLEGG BAZEMORE, AVTACS",76600,42130,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
143,2240,A,1,1,1954,1976,1.00,3,0,8,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1524,1.00,1.00,1.00,0.55,0.00,0,57860,,1.00,18991230,1052.00,"CLEGG BAZEMORE, AVTACS",105200,57860,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
145,2341,A,1,1,1960,1978,1.05,3,0,0,1,1,3,2,1,0,0,0.00,0,0.00,0,0,3,0,3,10,1,8,1,1,3,2,0,1,2626,1.00,1.00,1.00,0.58,0.00,0,101964,,1.00,18991230,1758.00,"CLEGG BAZEMORE, AVTACS",175800,101964,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
146,6844,A,1,1,1900,1980,1.00,3,0,0,1,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,11,1,8,1,1,5,2,1,0,2569,0.90,1.00,1.00,0.62,0.00,0,92237,,1.00,18991230,1653.00,"CLEGG BAZEMORE, AVTACS",165300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
148,2390,A,1,1,1900,1900,1.00,1,0,6,2,2,6,3,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,0,1,0,0,2230,1.00,1.00,1.00,0.10,0.00,5000,13380,04,1.00,7/17/2008,1338.00,CHRIS KIGHT - AVTACS,133800,13380,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
149,2391,A,1,1,1989,1991,1.05,3,0,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1536,1.00,1.00,1.00,0.79,0.00,0,85241,,1.00,18991230,1079.00,"CLEGG BAZEMORE, AVTACS",107900,85241,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
151,2398,A,1,1,1896,1958,1.00,3,0,7,1,8,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,3,2,0,1,2172,0.90,1.00,1.00,0.25,0.00,0,29948,,1.00,18991230,1331.00,"MARC BOHN, AVTACS",133100,29948,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
154,2408,A,1,1,1936,1950,0.80,1,0,6,0,2,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,0,1,0,1,1644,0.00,1.00,1.00,0.10,0.00,0,0,,1.00,18991230,753.00,"CLEGG BAZEMORE, AVTACS",75300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
155,2420,A,1,1,1900,1950,1.00,2,3,5,2,2,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,0,1,0,0,1545,0.90,1.00,1.00,0.15,0.00,0,13419,,1.00,18991230,994.00,"CLEGG BAZEMORE, AVTACS",99400,13419,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
156,2422,R,1,1,1950,1969,0.75,3,0,4,2,8,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,7,1,0,1,0,0,1244,1.00,1.00,1.00,0.34,0.00,0,18190,,1.00,18991230,535.00,"CLEGG BAZEMORE, AVTACS",53500,18190,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
158,2439,A,1,1,1960,1960,0.70,3,0,6,1,8,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1232,0.50,1.00,1.00,0.22,0.00,0,5544,,1.00,18991230,504.00,CHRIS KIGHT - AVTACS,50400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
159,2452,A,1,1,1967,1979,1.05,3,0,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,2766,1.00,1.00,1.00,0.60,0.00,0,109740,,1.00,18991230,1829.00,CHRIS KIGHT - AVTACS,182900,109740,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
160,2456,A,1,1,1915,1970,1.05,3,0,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,1,1,8,1,1,0,1,0,1,1568,1.00,1.00,1.00,0.43,0.00,0,49794,,1.00,18991230,1158.00,"MARC BOHN, AVTACS",115800,49794,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
161,2461,R,1,1,1958,1970,1.05,3,2,5,2,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1544,1.00,1.00,1.00,0.43,0.00,0,44505,,1.00,18991230,1035.00,"MARC BOHN, AVTACS",103500,44505,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
162,2467,A,1,1,1979,1988,1.15,3,0,7,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1904,1.00,1.00,1.00,0.76,0.00,0,120992,,1.00,18991230,1592.00,"CLEGG BAZEMORE, AVTACS",159200,120992,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
163,2470,A,1,1,1900,1958,1.00,3,0,5,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,7,1,0,1,0,1,1280,0.90,1.00,1.00,0.25,0.00,0,19035,,1.00,18991230,846.00,"CLEGG BAZEMORE, AVTACS",84600,19035,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
164,6098,A,1,1,1951,1975,0.90,3,0,5,1,7,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1486,1.00,1.00,1.00,0.53,0.00,0,49608,,1.00,18991230,936.00,"CLEGG BAZEMORE, AVTACS",93600,49608,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
165,2472,A,1,1,1913,1970,0.90,3,0,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,2,8,1,1,0,1,0,1,1224,0.90,1.00,1.00,0.43,0.00,0,29141,,1.00,18991230,753.00,"CLEGG BAZEMORE, AVTACS",75300,29141,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
167,2522,A,1,1,1965,1972,0.75,3,3,6,3,4,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,3,1,1,3,2,0,0,1936,1.00,1.00,1.00,0.39,0.00,0,35139,,1.00,18991230,901.00,"MARC BOHN, AVTACS",90100,35139,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
168,2528,A,1,1,1890,1968,1.00,3,0,7,1,7,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,7,1,0,1,0,1,2123,0.90,1.00,1.00,0.40,0.00,0,42444,,1.00,18991230,1179.00,CHRIS KIGHT - AVTACS,117900,42444,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
170,2543,A,1,1,1927,1955,1.20,2,3,6,2,7,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,3,2,0,1,2225,0.90,1.00,1.00,0.17,0.00,0,25811,,1.00,18991230,1687.00,"CLEGG BAZEMORE, AVTACS",168700,25811,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
171,2560,A,1,1,1940,1960,0.80,3,0,5,1,8,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,7,1,0,1,0,0,1161,0.85,1.00,1.00,0.22,0.00,0,11164,,1.00,18991230,597.00,"MARC BOHN, AVTACS",59700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
172,2592,A,1,1,1970,1981,1.05,3,0,8,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1567,1.00,1.00,1.00,0.64,0.00,0,72832,,1.00,18991230,1138.00,"MARC BOHN, AVTACS",113800,72832,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
173,2605,A,1,1,1971,1981,1.10,3,0,6,1,1,1,3,1,2,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,2202,1.00,1.00,1.00,0.64,0.00,0,97984,,1.00,18991230,1531.00,"MARC BOHN, AVTACS",153100,97984,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
174,2610,A,1,1,1978,1989,0.90,3,0,6,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1305,1.00,1.00,1.00,0.77,0.00,0,73997,,1.00,18991230,961.00,CHRIS KIGHT - AVTACS,96100,73997,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
175,2624,R,1,1,1963,1978,1.00,3,0,5,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1654,1.00,1.00,1.00,0.58,0.00,0,77314,,1.00,18991230,1333.00,"CLEGG BAZEMORE, AVTACS",133300,77314,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
176,7022,A,1,1,1921,1968,0.80,3,3,5,1,2,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,9,1,8,1,1,0,1,0,0,1652,0.90,1.00,1.00,0.33,0.00,1200,23315,,1.00,18991230,785.00,"CLEGG BAZEMORE, AVTACS",78500,23315,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
177,6872,A,1,1,1900,1970,1.10,3,0,0,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,2,1,1,0,1816,0.90,1.00,1.00,0.43,0.00,0,55573,,1.00,18991230,1436.00,"MARC BOHN, AVTACS",143600,55573,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
178,2652,A,1,1,1920,1950,0.90,1,0,3,2,2,6,2,1,1,0,0.00,0,0.00,1,1,3,0,3,4,6,5,7,0,0,0,0,1,784,0.70,1.00,1.00,0.10,0.00,0,2989,,1.00,18991230,427.00,"DEBBIE GRIGGERS, AVTACS",42700,2989,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
180,7071,A,1,1,1973,1977,1.00,3,0,5,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,0,1457,1.00,1.00,1.00,0.56,0.00,0,63672,,1.00,18991230,1137.00,"DEBBIE GRIGGERS, AVTACS",113700,63672,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
181,2714,A,1,1,1950,1976,0.95,3,3,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1473,1.00,1.00,1.00,0.55,0.00,0,56430,,1.00,18991230,1026.00,"MARC BOHN, AVTACS",102600,56430,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
182,2741,A,1,1,1968,1980,1.15,3,0,6,1,3,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,10,1,8,1,1,3,2,0,1,2685,1.00,1.00,1.00,0.62,0.00,0,120962,,1.00,18991230,1951.00,"CLEGG BAZEMORE, AVTACS",195100,120962,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
183,2785,R,1,1,1965,1980,0.95,3,0,5,1,1,10,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1730,1.00,1.00,1.00,0.62,0.00,0,77438,,1.00,18991230,1249.00,"CLEGG BAZEMORE, AVTACS",124900,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
184,2791,A,1,1,1960,1980,0.95,3,0,5,1,2,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,1474,1.00,1.00,1.00,0.62,0.00,0,55304,,1.00,18991230,892.00,"MARC BOHN, AVTACS",89200,55304,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
185,6080,A,1,1,1945,1978,1.00,3,0,6,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,2,1,1,1,1186,0.90,1.00,1.00,0.58,0.00,0,49486,,1.00,18991230,948.00,"MARC BOHN, AVTACS",94800,49486,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
187,2826,A,1,1,1893,1950,1.10,3,0,6,2,2,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,5,6,5,7,1,0,1,0,1,2452,0.50,1.00,1.00,0.20,0.00,0,15700,,1.00,18991230,1570.00,"MARC BOHN, AVTACS",157000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
188,2844,A,1,1,1842,1980,0.80,3,0,6,1,10,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,7,1,0,1,0,1,1546,0.90,1.00,1.00,0.54,0.00,0,39463,,1.00,18991230,812.00,"MARC BOHN, AVTACS",81200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
189,2861,A,1,1,1930,1960,0.50,3,0,4,2,14,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,0,1,0,0,1140,0.90,1.00,1.00,0.20,0.00,0,5778,,1.00,18991230,321.00,CHRIS KIGHT - AVTACS,32100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
190,2869,A,1,1,1955,1970,1.10,3,3,5,3,1,1,2,2,0,0,0.00,0,0.00,0,0,3,0,3,2,3,8,1,1,3,2,0,0,2092,1.00,1.00,1.00,0.43,0.00,0,67295,,1.00,18991230,1565.00,"CLEGG BAZEMORE, AVTACS",156500,67295,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
191,2897,A,1,1,1966,1976,1.05,3,0,8,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,11,1,8,1,1,3,2,0,0,1586,1.00,1.00,1.00,0.55,0.00,0,73425,,1.00,18991230,1335.00,"CLEGG BAZEMORE, AVTACS",133500,73425,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
192,2969,R,1,1,1920,1960,1.00,3,4,8,1,7,6,2,1,2,0,0.00,0,0.00,1,1,0,1,0,2,1,3,7,1,3,2,0,2,2064,0.90,1.00,1.00,0.28,0.00,0,29207,,1.00,18991230,1159.00,"MARC BOHN, AVTACS",115900,29207,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
194,4151,A,1,1,1861,1940,1.10,1,3,6,2,2,6,3,1,0,0,0.00,0,0.00,0,0,3,0,3,4,6,5,7,1,0,1,0,0,1800,0.20,1.00,1.00,0.10,0.00,0,2264,,1.00,18991230,1132.00,"CLEGG BAZEMORE, AVTACS",113200,2264,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
209,18,R,1,1,1989,1989,1.00,3,0,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1576,1.00,1.00,1.00,0.77,0.00,0,87010,,1.00,18991230,1130.00,"MARC BOHN, AVTACS",113000,87010,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
210,24,R,1,1,1935,1976,1.00,3,0,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,4,8,1,1,3,2,0,1,1181,0.90,1.00,1.00,0.55,0.00,0,48461,,1.00,18991230,979.00,"CLEGG BAZEMORE, AVTACS",97900,48461,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
212,28,R,1,1,1962,1985,0.80,3,3,4,1,1,10,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,2,8,1,1,0,1,0,0,1312,1.00,1.00,1.00,0.65,0.00,0,50115,,1.00,18991230,771.00,"CLEGG BAZEMORE, AVTACS",77100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
213,32,R,1,1,1967,1980,1.05,3,0,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2090,1.00,1.00,1.00,0.62,0.00,0,89838,,1.00,18991230,1449.00,"MARC BOHN, AVTACS",144900,89838,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
214,33,R,1,1,1970,1978,0.80,3,0,6,1,10,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,4,8,7,1,3,2,0,1,1400,1.00,1.00,1.00,0.51,0.00,0,40800,,1.00,18991230,800.00,"CLEGG BAZEMORE, AVTACS",80000,40800,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
215,34,R,1,1,1961,1976,0.85,3,0,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,968,1.00,1.00,1.00,0.55,0.00,0,29865,,1.00,18991230,543.00,"MARC BOHN, AVTACS",54300,29865,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
216,37,R,1,1,1957,1976,1.00,3,0,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1876,1.00,1.00,1.00,0.55,0.00,0,62810,,1.00,18991230,1142.00,"MARC BOHN, AVTACS",114200,62810,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
217,38,R,1,1,1962,1976,1.00,3,0,6,3,4,1,3,2,1,0,0.00,0,0.00,1,1,3,1,3,1,1,8,1,1,0,1,0,1,1590,1.00,1.00,1.00,0.55,0.00,0,63140,,1.00,18991230,1148.00,"MARC BOHN, AVTACS",114800,63140,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
218,40,R,1,1,1978,1993,0.95,3,0,5,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,1200,1.00,1.00,1.00,0.81,0.00,0,66906,,1.00,18991230,826.00,"MARC BOHN, AVTACS",82600,66906,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
222,44,R,1,1,1992,1992,1.05,3,3,5,1,15,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1800,1.00,1.00,1.00,0.80,0.00,0,106880,,1.00,18991230,1336.00,"CLEGG BAZEMORE, AVTACS",133600,106880,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
223,45,R,1,1,1967,1972,0.95,3,0,4,1,10,1,2,1,2,384,0.00,0,0.00,0,0,3,0,3,10,1,8,1,1,0,1,0,1,1242,1.00,1.00,1.00,0.47,0.00,0,39151,,1.00,18991230,833.00,"CLEGG BAZEMORE, AVTACS",83300,39151,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
224,47,R,1,1,1970,1981,1.00,3,0,7,1,1,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1460,1.00,1.00,1.00,0.64,0.00,0,70848,,1.00,18991230,1107.00,"MARC BOHN, AVTACS",110700,70848,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
226,50,R,1,4,1974,1974,1.00,3,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1344,1.00,1.00,1.00,0.00,0.00,0,29029,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
