repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
3253,5183,R,1,1,1994,1994,0.85,3,2,4,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,0,1,0,0,936,1.00,1.00,1.00,0.83,0.00,0,46729,,1.00,18991230,563.00,"CLEGG BAZEMORE, AVTACS",56300,46729,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3255,4936,R,1,1,1996,1996,1.15,3,3,9,1,3,1,2,1,2,0,0.00,220,1.00,1,1,0,2,3,2,1,8,1,1,5,2,1,3,2530,1.00,1.00,1.00,0.85,0.00,0,155125,,1.00,18991230,1825.00,"MARC BOHN, AVTACS",182500,155125,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3279,639,R,1,1,1996,1993,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,8,3,1,1,2514,1.00,1.00,1.00,0.81,0.00,0,133164,,1.00,18991230,1644.00,"MARC BOHN, AVTACS",164400,133164,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3284,5188,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,31919,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,32189,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
3304,3625,R,1,1,1923,1970,1.05,3,2,9,1,2,6,3,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,3,2,0,1,2104,0.90,1.00,1.00,0.43,0.00,0,49613,,1.00,18991230,1282.00,"MARC BOHN, AVTACS",128200,49613,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3315,1644,R,1,4,0,0,0.00,0,0,0,0,0,0,0,1,0,0,0.00,0,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,7822,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,8807,0,0,0,-1,0,0,0,,,,,,,0,0,0,0
3351,4982,R,1,1,1996,1996,1.05,3,3,5,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,2040,1.00,1.00,1.00,0.85,0.00,0,132005,,1.00,18991230,1553.00,"CLEGG BAZEMORE, AVTACS",155300,132005,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3353,2223,R,1,1,1990,1990,0.90,3,3,5,1,3,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1411,1.00,0.85,1.00,0.78,0.00,0,56090,,1.00,18991230,846.00,"CLEGG BAZEMORE, AVTACS",84600,56090,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3354,2223,R,1,1,1990,1990,0.90,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1162,1.00,0.85,1.00,0.78,0.00,0,47073,,1.00,18991230,710.00,"CLEGG BAZEMORE, AVTACS",71000,47073,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3385,4893,R,1,1,1975,1981,0.90,3,3,5,1,15,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,2,1,1,1,1086,1.00,1.00,1.00,0.64,0.00,0,43712,,1.00,18991230,683.00,"CLEGG BAZEMORE, AVTACS",68300,43712,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3399,5302,R,1,4,1985,1985,1.00,3,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1248,1.00,1.00,1.00,0.00,0.00,0,10496,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3401,5305,R,1,1,1997,1997,0.90,3,0,0,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1320,1.00,1.00,1.00,0.87,0.00,0,70383,,1.00,18991230,809.00,"CLEGG BAZEMORE, AVTACS",80900,70383,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3460,3279,R,1,1,1972,1987,0.80,3,0,5,1,1,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,0,1,0,1,989,1.00,1.00,1.00,0.69,0.00,0,39054,,1.00,18991230,566.00,"MARC BOHN, AVTACS",56600,39054,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3499,4024,R,1,1,1997,1997,0.85,3,4,0,1,8,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,2,8,1,1,3,2,0,1,1344,1.00,1.00,1.00,0.87,0.00,0,62379,,1.00,18991230,717.00,"MARC BOHN, AVTACS",71700,62379,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3504,2396,A,1,1,1947,1963,0.70,3,0,3,1,13,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,2,8,7,1,0,1,0,1,567,0.80,1.00,1.00,0.25,0.00,0,7000,,1.00,18991230,350.00,"MARC BOHN, AVTACS",35000,7000,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3509,5326,A,1,1,1960,1976,1.05,3,3,5,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1648,1.00,1.00,1.00,0.55,0.00,0,69300,,1.00,18991230,1260.00,"MARC BOHN, AVTACS",126000,69300,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3541,1406,R,1,1,1973,1987,0.95,3,3,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,2,1,1,1,1482,1.00,1.00,1.00,0.74,0.00,0,70670,,1.00,18991230,955.00,"MARC BOHN, AVTACS",95500,70670,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3545,3792,R,1,1,1960,1980,1.10,3,0,0,1,10,3,3,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1554,1.00,1.00,1.00,0.62,0.00,0,76384,,1.00,18991230,1232.00,"MARC BOHN, AVTACS",123200,76384,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3557,2954,R,1,1,1958,1973,0.95,3,0,0,1,1,1,3,1,1,0,0.00,0,0.00,1,1,0,1,0,10,1,8,1,1,0,1,0,0,1196,1.00,1.00,1.00,0.49,0.00,0,37828,,1.00,18991230,772.00,"CLEGG BAZEMORE, AVTACS",77200,37828,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3595,2218,R,1,1,1990,1990,0.95,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1162,1.00,1.00,1.00,0.78,0.00,0,58812,,1.00,18991230,754.00,"CLEGG BAZEMORE, AVTACS",75400,58812,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3596,2218,R,1,1,1995,1995,0.95,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1260,1.00,0.85,1.00,0.84,0.00,0,56549,,1.00,18991230,792.00,"CLEGG BAZEMORE, AVTACS",79200,56549,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3597,2218,R,1,1,1991,1991,0.95,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1258,1.00,0.85,1.00,0.79,0.00,0,52578,,1.00,18991230,783.00,"CLEGG BAZEMORE, AVTACS",78300,52578,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3599,2233,R,1,2,1990,1990,0.85,3,4,8,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,2,6,4,0,0,2176,1.00,1.00,1.00,0.78,0.00,0,89622,,1.00,18991230,1149.00,"CLEGG BAZEMORE, AVTACS",114900,89622,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3600,2233,R,1,2,1990,1990,0.85,3,4,8,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,2,0,2,0,0,1889,1.00,1.00,1.00,0.78,0.00,0,77376,,1.00,18991230,992.00,"CLEGG BAZEMORE, AVTACS",99200,77376,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3601,2233,R,1,2,1990,1990,0.85,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,2,0,2,0,0,1912,1.00,1.00,1.00,0.78,0.00,0,77220,,1.00,18991230,990.00,"CLEGG BAZEMORE, AVTACS",99000,77220,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3717,4530,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,27762,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,27762,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3755,3827,R,1,1,1999,1999,1.10,3,3,0,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1740,1.00,1.00,1.00,0.89,0.00,0,114187,,1.00,18991230,1283.00,"CLEGG BAZEMORE, AVTACS",128300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3763,1186,R,1,1,1999,1999,1.05,3,3,2,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1365,1.00,1.00,1.00,0.89,0.00,0,91759,,1.00,18991230,1031.00,"MARC BOHN, AVTACS",103100,91759,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3815,2495,R,1,4,0,0,0.00,3,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,22608,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,28322,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3883,2906,R,1,1,2000,2000,1.00,3,3,0,2,11,10,2,1,1,0,0.00,0,0.00,1,1,0,1,0,3,1,8,1,1,3,2,0,1,864,1.00,1.00,1.00,0.90,0.00,0,68580,,1.00,18991230,762.00,CASEY WARREN,76200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4223,5967,R,1,1,2002,1998,1.15,3,3,0,1,11,3,2,1,2,0,0.00,300,1.00,0,0,0,0,3,5,1,8,1,1,3,2,0,0,2214,1.00,1.00,1.00,0.88,0.00,0,158664,,1.00,18991230,1803.00,"DEBBIE GRIGGERS, AVTACS",180300,158664,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4251,5911,R,1,1,2002,2002,1.10,3,3,0,1,10,6,2,1,0,0,0.00,0,0.00,0,0,0,0,0,3,1,8,1,1,3,2,0,0,1697,1.00,1.00,1.00,0.92,0.00,0,127972,,1.00,18991230,1391.00,"CLEGG BAZEMORE, AVTACS",139100,127972,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4317,5944,R,1,1,1960,1976,0.90,3,0,0,1,10,10,3,1,2,0,0.00,0,0.00,0,0,0,0,0,1,2,8,1,1,0,1,0,1,2259,1.00,1.00,1.00,0.55,0.00,0,70510,,1.00,18991230,1282.00,"MARC BOHN, AVTACS",128200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4399,2533,R,1,1,2003,2003,1.15,3,6,9,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,6,3,0,2,3348,1.00,0.90,1.00,0.93,0.00,0,198202,,1.00,18991230,2368.00,"MARC BOHN, AVTACS",236800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4501,2221,A,1,1,2003,2003,1.25,3,3,7,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,6,3,0,2,2748,0.90,1.00,1.00,0.93,0.00,0,181629,,1.00,18991230,2170.00,"CLEGG BAZEMORE, AVTACS",217000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4520,5292,R,1,1,2003,2003,1.10,3,3,7,3,18,3,2,2,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,2195,1.00,1.00,1.00,0.93,0.00,0,151776,,1.00,18991230,1632.00,"DEBBIE GRIGGERS, AVTACS",163200,151776,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4552,6410,R,1,1,2003,2003,1.10,3,0,0,1,10,3,2,1,2,0,0.00,625,1.00,0,0,0,0,5,10,1,8,1,1,8,3,1,3,3754,0.90,1.00,1.00,0.93,0.00,0,189664,,1.00,18991230,2266.00,"MARC BOHN, AVTACS",226600,189664,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4681,1156,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,5261,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
4730,5917,R,1,1,2004,2004,0.90,3,3,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1233,1.00,0.90,1.00,0.94,0.00,0,67595,,1.00,18991230,799.00,"CLEGG BAZEMORE, AVTACS",79900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4788,6152,R,1,1,2004,2004,1.15,3,3,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1718,1.00,1.00,1.00,0.94,0.00,0,127934,,1.00,18991230,1361.00,"CLEGG BAZEMORE, AVTACS",136100,127934,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4790,5727,R,1,1,2004,2004,1.20,3,0,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,1,1,8,1,1,3,2,0,1,2063,1.00,1.00,1.00,0.94,0.00,0,162150,,1.00,18991230,1725.00,"MARC BOHN, AVTACS",172500,162150,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
4996,4799,R,1,1,2005,2005,1.10,3,3,6,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1542,1.00,1.00,1.00,0.95,0.00,0,115045,,1.00,18991230,1211.00,"MARC BOHN, AVTACS",121100,115045,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5057,6167,R,1,1,2005,2005,1.10,3,3,6,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,3,1,8,1,1,3,2,0,1,1462,1.00,1.00,1.00,0.95,0.00,0,117895,,1.00,18991230,1241.00,"MARC BOHN, AVTACS",124100,117895,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5083,5840,R,1,1,2005,2005,1.25,3,4,10,1,10,1,2,1,2,0,0.00,456,1.00,0,0,0,0,3,2,1,8,1,1,10,3,2,3,3894,0.85,1.00,1.00,0.95,0.00,0,214068,,1.00,18991230,2651.00,CHRIS KIGHT - AVTACS,265100,214068,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5127,6303,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,50077,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,-1,0,0,0,,,,,,,0,0,0,0
5215,6365,R,1,1,2006,2006,1.10,3,3,6,3,10,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1722,1.00,1.00,1.00,0.96,0.00,0,123072,,1.00,18991230,1282.00,"MARC BOHN, AVTACS",128200,123072,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5274,6366,R,1,1,2006,2006,1.20,3,3,6,1,10,3,2,1,2,0,0.00,350,1.00,0,0,0,0,3,10,1,8,1,1,5,2,1,1,2356,1.00,1.00,1.00,0.96,0.00,0,173472,,1.00,18991230,1807.00,"CLEGG BAZEMORE, AVTACS",180700,173472,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5368,6850,R,1,1,1994,1994,0.95,3,0,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1354,1.00,0.80,1.00,0.83,0.00,0,55643,,1.00,18991230,838.00,"CLEGG BAZEMORE, AVTACS",83800,55643,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5462,5222,R,1,1,1970,1976,0.85,3,0,0,1,15,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,0,1,0,1,1008,1.00,1.00,1.00,0.55,0.00,0,31735,,1.00,18991230,577.00,"CLEGG BAZEMORE, AVTACS",57700,31735,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5535,6764,R,1,1,2007,2007,1.15,3,0,0,1,10,3,3,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1869,1.00,0.98,1.00,0.97,0.00,0,141734,,1.00,18991230,1491.00,"MARC BOHN, AVTACS",149100,141734,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5542,6951,R,1,1,2007,2007,1.05,3,3,0,3,10,3,2,2,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1500,1.00,1.00,1.00,0.97,0.00,0,109513,,1.00,18991230,1129.00,"MARC BOHN, AVTACS",112900,109513,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5544,6790,R,1,1,2007,2007,1.10,3,3,0,1,18,1,3,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,1780,1.00,1.00,1.00,0.97,0.00,0,123757,,0.95,18991230,1343.00,"MARC BOHN, AVTACS",134300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5620,6851,R,1,1,2007,2007,1.10,3,0,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1653,1.00,1.00,1.00,0.97,0.00,0,129107,,1.00,18991230,1331.00,"CLEGG BAZEMORE, AVTACS",133100,129107,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5698,2226,R,1,1,1994,1994,1.00,3,0,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,0,1291,1.00,0.80,1.00,0.83,0.00,0,55710,,1.00,18991230,839.00,"CLEGG BAZEMORE, AVTACS",83900,55710,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5742,6864,R,1,1,2008,2008,1.00,3,4,0,4,9,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,5,6,4,1,1,5,2,1,1,1480,1.00,1.00,1.00,0.98,0.00,0,110446,,1.00,18991230,1127.00,"MARC BOHN, AVTACS",112700,110446,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5759,6890,R,1,1,2008,2008,1.15,3,4,0,4,9,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,11,6,8,1,1,5,2,1,0,4164,1.00,1.00,1.00,0.98,0.00,0,267736,,1.00,18991230,2732.00,"MARC BOHN, AVTACS",273200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5764,7114,R,1,1,2008,2008,1.10,3,3,0,3,10,1,2,2,2,0,0.00,198,1.00,0,0,0,0,3,2,1,8,1,1,3,2,0,1,1818,1.00,1.00,1.00,0.98,0.00,0,125048,,1.00,18991230,1276.00,"MARC BOHN, AVTACS",127600,125048,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
5765,7105,R,1,1,2008,2008,1.15,3,3,0,1,10,1,2,1,2,0,0.00,654,1.00,0,0,0,0,3,10,1,8,1,1,3,2,0,0,2270,1.00,1.00,1.00,0.98,0.00,0,153174,,1.00,18991230,1563.00,"MARC BOHN, AVTACS",156300,153174,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6006,6036,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,26667,,1.00,18991230,0.00,,0,28761,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6056,7101,A,1,1,2009,2009,1.00,3,3,0,1,10,3,2,1,2,716,0.00,0,0.00,0,0,3,0,0,2,1,8,1,1,3,2,0,1,1752,1.00,1.00,1.00,0.98,0.00,0,115640,,1.00,18991230,1180.00,"MARC BOHN, AVTACS",118000,115640,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6288,2113,R,1,4,2010,0,0.00,0,0,0,0,0,0,0,0,2,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,38059,,1.00,18991230,0.00,CASEY WARREN,0,38764,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6289,1722,R,1,4,2010,0,0.00,0,0,0,0,0,0,0,0,2,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,36963,,1.00,18991230,0.00,LISA HODGES,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6290,5902,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,54312,,1.00,18991230,0.00,LEE ANNE BEARD,0,56046,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6291,7081,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,71419,,1.00,18991230,0.00,,0,74400,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6292,6389,R,1,4,2010,0,0.00,0,0,0,0,0,0,0,0,2,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,35764,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,37957,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6295,6049,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,44008,,1.00,18991230,0.00,,0,40431,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6297,7120,R,1,1,2010,2010,1.10,3,4,0,3,10,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,11,4,1,3,4504,1.00,1.00,1.00,0.99,0.00,0,255321,,1.00,18991230,2579.00,CASEY WARREN,257900,255321,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6299,5252,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,51280,,1.00,18991230,0.00,,0,54285,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6300,7090,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,20653,,1.00,18991230,0.00,,0,20249,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6301,5523,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,25389,,1.00,18991230,0.00,,0,22307,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6302,5784,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18887,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6303,7128,A,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,55846,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6304,1046,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,16913,,1.00,18991230,0.00,,0,18712,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6305,6826,R,1,1,2010,2010,1.20,3,3,8,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,5,2,1,1,2194,1.00,1.00,1.00,0.99,0.00,0,171270,,1.00,18991230,1730.00,LEE ANNE BEARD,173000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6306,7060,R,1,1,2010,2010,1.10,3,3,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,3,1,8,1,1,3,2,0,1,1605,1.00,1.00,1.00,0.99,0.00,0,120186,,1.00,18991230,1214.00,,121400,120186,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6307,7100,R,1,1,2010,2010,1.25,3,3,0,1,10,1,2,1,2,0,0.00,800,0.00,0,0,0,0,4,11,1,8,1,1,3,2,0,1,2496,1.00,1.00,1.00,0.99,0.00,0,219582,,1.00,18991230,2218.00,,221800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6308,7052,R,1,1,2010,2010,1.20,3,3,0,1,10,3,2,1,2,0,0.00,280,1.00,0,0,0,0,3,10,1,8,1,1,5,2,1,1,2246,1.00,1.00,1.00,0.99,0.00,0,174339,,1.00,18991230,1761.00,,176100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6309,6384,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,24025,,1.00,18991230,0.00,LEE ANNE BEARD,0,27893,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6310,7118,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,14517,,1.00,18991230,0.00,,0,12051,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6311,7127,R,1,1,2010,2010,1.20,3,3,0,2,16,10,2,1,2,0,0.00,400,0.00,0,0,0,0,3,10,1,8,1,1,5,2,1,1,2438,1.00,1.00,1.00,0.99,0.00,0,199584,,1.00,18991230,2016.00,LEE ANNE BEARD,201600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
